Cause,Type,Year,Data Redundancy, Total Deaths , Source , Page at Source , Source URL ,Teks,Teks2,Catatan
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2017,1, 2 , Profil Kesehatan Indonesia Tahun 2017 ,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat Kejadian Luar Biasa (KLB) - Penyakit di RI Thn 2017 :: 2,Kejadian Luar Biasa (KLB) - Penyakit Tahun 2017,
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2018,1, 82 , Profil Kesehatan Indonesia Tahun 2018 ,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Kejadian Luar Biasa (KLB) - Penyakit di RI Thn 2018 :: 82,Kejadian Luar Biasa (KLB) - Penyakit Tahun 2018,
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2019,1, 8 , Profil Kesehatan Indonesia Tahun 2019 ,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Jumlah Korban Jiwa Akibat Kejadian Luar Biasa (KLB) - Penyakit di RI Thn 2019 :: 8,Kejadian Luar Biasa (KLB) - Penyakit Tahun 2019,
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2020,1, 30 , Profil Kesehatan Indonesia Tahun 2020 ,191,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2020.pdf,Jumlah Korban Jiwa Akibat Kejadian Luar Biasa (KLB) - Penyakit di RI Thn 2020 :: 30,Kejadian Luar Biasa (KLB) - Penyakit Tahun 2020,
Kekeringan,Bencana Alam,2015,1, -   , Profil Kesehatan Indonesia Tahun 2015 ,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Jumlah Korban Jiwa Akibat Kekeringan di RI Thn 2015 :: 0,Kekeringan Tahun 2015,
Kekeringan,Bencana Alam,2016,1, -   , Profil Kesehatan Indonesia Tahun 2016 ,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Jumlah Korban Jiwa Akibat Kekeringan di RI Thn 2016 :: 0,Kekeringan Tahun 2016,
Kekeringan,Bencana Alam,2017,1, -   , Profil Kesehatan Indonesia Tahun 2017 ,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat Kekeringan di RI Thn 2017 :: 0,Kekeringan Tahun 2017,
Kekeringan,Bencana Alam,2019,1, -   , Profil Kesehatan Indonesia Tahun 2019 ,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Jumlah Korban Jiwa Akibat Kekeringan di RI Thn 2019 :: 0,Kekeringan Tahun 2019,
Kekeringan,Bencana Alam,2020,1, -   , Profil Kesehatan Indonesia Tahun 2020 ,190,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2020.pdf,Jumlah Korban Jiwa Akibat Kekeringan di RI Thn 2020 :: 0,Kekeringan Tahun 2020,
Keracunan,Bencana Non Alam dan Penyakit,2010,1, 4 , Profil Kesehatan Indonesia Tahun 2010 ,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Jumlah Korban Jiwa Akibat Keracunan di RI Thn 2010 :: 4,Keracunan Tahun 2010,
Keracunan Makanan,Bencana Non Alam dan Penyakit,2001,1, 23 , Profil Kesehatan Indonesia Tahun 2005 ,53,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Keracunan Makanan di RI Thn 2001 :: 23,Keracunan Makanan Tahun 2001,
Keracunan Makanan,Bencana Non Alam dan Penyakit,2002,1, 27 , Profil Kesehatan Indonesia Tahun 2005 ,53,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Keracunan Makanan di RI Thn 2002 :: 27,Keracunan Makanan Tahun 2002,
Keracunan Makanan,Bencana Non Alam dan Penyakit,2003,1, 6 , Profil Kesehatan Indonesia Tahun 2005 ,53,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Keracunan Makanan di RI Thn 2003 :: 6,Keracunan Makanan Tahun 2003,
Keracunan Makanan,Bencana Non Alam dan Penyakit,2004,1, 22 , Profil Kesehatan Indonesia Tahun 2005 ,53,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Keracunan Makanan di RI Thn 2004 :: 22,Keracunan Makanan Tahun 2004,
Keracunan Makanan,Bencana Non Alam dan Penyakit,2005,1, -   , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Keracunan Makanan di RI Thn 2005 :: 0,Keracunan Makanan Tahun 2005,
Keracunan Makanan,Bencana Non Alam dan Penyakit,2006,1, 21 , Profil Kesehatan Indonesia Tahun 2006 ,Lampiran 4.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Keracunan Makanan di RI Thn 2006 :: 21,Keracunan Makanan Tahun 2006,
Keracunan/KLB,Bencana Non Alam dan Penyakit,2012,1, 22 , Profil Kesehatan Indonesia Tahun 2012 ,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Jumlah Korban Jiwa Akibat Keracunan/KLB di RI Thn 2012 :: 22,Keracunan/KLB Tahun 2012,
KLB,Bencana Non Alam dan Penyakit,2007,1, 10 , Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat KLB di RI Thn 2007 :: 10,KLB Tahun 2007,
KLB,Bencana Non Alam dan Penyakit,2008,1, 58 , Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat KLB di RI Thn 2008 :: 58,KLB Tahun 2008,
KLB Antraks,Bencana Non Alam dan Penyakit,2005,1, 1 , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Antraks di RI Thn 2005 :: 1,KLB Antraks Tahun 2005,
KLB Cacat Air,Bencana Non Alam dan Penyakit,2004,1, -   , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Cacat Air di RI Thn 2004 :: 0,KLB Cacat Air Tahun 2004,
KLB Campak,Bencana Non Alam dan Penyakit,2004,1, 44 , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Campak di RI Thn 2004 :: 44,KLB Campak Tahun 2004,
KLB Campak,Bencana Non Alam dan Penyakit,2005,1, 7 , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Campak di RI Thn 2005 :: 7,KLB Campak Tahun 2005,
KLB Campak,Bencana Non Alam dan Penyakit,2009,1, 42 , Profil Kesehatan Indonesia Tahun 2009 ,Lampiran 3.20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat KLB Campak di RI Thn 2009 :: 42,KLB Campak Tahun 2009,
KLB Campak,Bencana Non Alam dan Penyakit,2010,1, 6 , Profil Kesehatan Indonesia Tahun 2010 ,Lampiran 3.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Jumlah Korban Jiwa Akibat KLB Campak di RI Thn 2010 :: 6,KLB Campak Tahun 2010,
KLB Campak,Bencana Non Alam dan Penyakit,2011,1, 10 , Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat KLB Campak di RI Thn 2011 :: 10,KLB Campak Tahun 2011,
KLB Campak,Bencana Non Alam dan Penyakit,2012,1, 4 , Profil Kesehatan Indonesia Tahun 2012 ,Lampiran 3.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Jumlah Korban Jiwa Akibat KLB Campak di RI Thn 2012 :: 4,KLB Campak Tahun 2012,
KLB Campak,Bencana Non Alam dan Penyakit,2013,1, 1 , Profil Kesehatan Indonesia Tahun 2013 ,Lampiran 6.21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2013.pdf,Jumlah Korban Jiwa Akibat KLB Campak di RI Thn 2013 :: 1,KLB Campak Tahun 2013,
KLB Campak,Bencana Non Alam dan Penyakit,2014,1, 21 , Profil Kesehatan Indonesia Tahun 2014 ,Lampiran 6.18,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2014.pdf,Jumlah Korban Jiwa Akibat KLB Campak di RI Thn 2014 :: 21,KLB Campak Tahun 2014,
KLB Campak,Bencana Non Alam dan Penyakit,2015,1, -   , Profil Kesehatan Indonesia Tahun 2015 ,Lampiran 6.18,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Jumlah Korban Jiwa Akibat KLB Campak di RI Thn 2015 :: 0,KLB Campak Tahun 2015,
KLB Campak,Bencana Non Alam dan Penyakit,2016,1, 4 , Profil Kesehatan Indonesia Tahun 2016 ,Lampiran 6.21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Jumlah Korban Jiwa Akibat KLB Campak di RI Thn 2016 :: 4,KLB Campak Tahun 2016,
KLB Campak,Bencana Non Alam dan Penyakit,2017,1, 14 , Profil Kesehatan Indonesia Tahun 2017 ,Lampiran 6.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat KLB Campak di RI Thn 2017 :: 14,KLB Campak Tahun 2017,
KLB Campak,Bencana Non Alam dan Penyakit,2018,1, -   , Profil Kesehatan Indonesia Tahun 2018 ,Lampiran 6.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat KLB Campak di RI Thn 2018 :: 0,KLB Campak Tahun 2018,
KLB Campak,Bencana Non Alam dan Penyakit,2019,1, -   , Profil Kesehatan Indonesia Tahun 2019 ,Lampiran 62.e,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Jumlah Korban Jiwa Akibat KLB Campak di RI Thn 2019 :: 0,KLB Campak Tahun 2019,
KLB Campak,Bencana Non Alam dan Penyakit,2020,1, -   , Profil Kesehatan Indonesia Tahun 2020 ,Lampiran 62.e,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2020.pdf,Jumlah Korban Jiwa Akibat KLB Campak di RI Thn 2020 :: 0,KLB Campak Tahun 2020,
KLB Cikungunya,Bencana Non Alam dan Penyakit,2004,1, -   , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Cikungunya di RI Thn 2004 :: 0,KLB Cikungunya Tahun 2004,
KLB Cikungunya,Bencana Non Alam dan Penyakit,2005,1, -   , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Cikungunya di RI Thn 2005 :: 0,KLB Cikungunya Tahun 2005,
KLB Demam Berdarah,Bencana Non Alam dan Penyakit,2005,1, -   , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Demam Berdarah di RI Thn 2005 :: 0,KLB Demam Berdarah Tahun 2005,
KLB Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2005,1, 91 , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Demam Berdarah Dengue (DBD) di RI Thn 2005 :: 91,KLB Demam Berdarah Dengue (DBD) Tahun 2005,
KLB Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2015,1, 144 , Profil Kesehatan Indonesia Tahun 2015 ,Lampiran 6.30,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Jumlah Korban Jiwa Akibat KLB Demam Berdarah Dengue (DBD) di RI Thn 2015 :: 144,KLB Demam Berdarah Dengue (DBD) Tahun 2015,
KLB Dengue High Fever,Bencana Non Alam dan Penyakit,2004,1, 87 , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Dengue High Fever di RI Thn 2004 :: 87,KLB Dengue High Fever Tahun 2004,
KLB Dengue Shock Syndrome,Bencana Non Alam dan Penyakit,2004,1, 7 , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Dengue Shock Syndrome di RI Thn 2004 :: 7,KLB Dengue Shock Syndrome Tahun 2004,
KLB Diare,Bencana Non Alam dan Penyakit,2000,1, 109 , Profil Kesehatan Indonesia Tahun 2008 ,46,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2000 :: 109,KLB Diare Tahun 2000,
KLB Diare,Bencana Non Alam dan Penyakit,2001,1, 100 , Profil Kesehatan Indonesia Tahun 2008 ,46,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2001 :: 100,KLB Diare Tahun 2001,
KLB Diare,Bencana Non Alam dan Penyakit,2002,1, 94 , Profil Kesehatan Indonesia Tahun 2008 ,46,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2002 :: 94,KLB Diare Tahun 2002,
KLB Diare,Bencana Non Alam dan Penyakit,2003,1, 128 , Profil Kesehatan Indonesia Tahun 2008 ,46,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2003 :: 128,KLB Diare Tahun 2003,
KLB Diare,Bencana Non Alam dan Penyakit,2004,1, 53 , Profil Kesehatan Indonesia Tahun 2008 ,46,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2004 :: 53,KLB Diare Tahun 2004,
KLB Diare,Bencana Non Alam dan Penyakit,2005,1, 127 , Profil Kesehatan Indonesia Tahun 2009 ,Lampiran 3.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2005 :: 127,KLB Diare Tahun 2005,
KLB Diare,Bencana Non Alam dan Penyakit,2006,1, 291 , Profil Kesehatan Indonesia Tahun 2010 ,Lampiran 3.34,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2006 :: 291,KLB Diare Tahun 2006,
KLB Diare,Bencana Non Alam dan Penyakit,2007,1, 72 , Profil Kesehatan Indonesia Tahun 2010 ,Lampiran 3.34,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2007 :: 72,KLB Diare Tahun 2007,
KLB Diare,Bencana Non Alam dan Penyakit,2008,1, 239 , Profil Kesehatan Indonesia Tahun 2016 ,170,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2008 :: 239,KLB Diare Tahun 2008,
KLB Diare,Bencana Non Alam dan Penyakit,2009,1, 100 , Profil Kesehatan Indonesia Tahun 2016 ,170,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2009 :: 100,KLB Diare Tahun 2009,
KLB Diare,Bencana Non Alam dan Penyakit,2010,1, 73 , Profil Kesehatan Indonesia Tahun 2017 ,179,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2010 :: 73,KLB Diare Tahun 2010,
KLB Diare,Bencana Non Alam dan Penyakit,2011,1, 12 , Profil Kesehatan Indonesia Tahun 2017 ,179,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2011 :: 12,KLB Diare Tahun 2011,
KLB Diare,Bencana Non Alam dan Penyakit,2012,1, 25 , Profil Kesehatan Indonesia Tahun 2017 ,179,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2012 :: 25,KLB Diare Tahun 2012,
KLB Diare,Bencana Non Alam dan Penyakit,2013,1, 7 , Profil Kesehatan Indonesia Tahun 2017 ,179,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2013 :: 7,KLB Diare Tahun 2013,
KLB Diare,Bencana Non Alam dan Penyakit,2014,1, 29 , Profil Kesehatan Indonesia Tahun 2017 ,179,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2014 :: 29,KLB Diare Tahun 2014,
KLB Diare,Bencana Non Alam dan Penyakit,2015,1, 30 , Profil Kesehatan Indonesia Tahun 2017 ,179,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2015 :: 30,KLB Diare Tahun 2015,
KLB Diare,Bencana Non Alam dan Penyakit,2016,1, 6 , Profil Kesehatan Indonesia Tahun 2017 ,179,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2016 :: 6,KLB Diare Tahun 2016,
KLB Diare,Bencana Non Alam dan Penyakit,2017,1, 34 , Profil Kesehatan Indonesia Tahun 2017 ,178,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2017 :: 34,KLB Diare Tahun 2017,
KLB Diare,Bencana Non Alam dan Penyakit,2018,1, 36 , Profil Kesehatan Indonesia Tahun 2018 ,197,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat KLB Diare di RI Thn 2018 :: 36,KLB Diare Tahun 2018,
KLB Diare Berdarah,Bencana Non Alam dan Penyakit,2005,1, -   , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Diare Berdarah di RI Thn 2005 :: 0,KLB Diare Berdarah Tahun 2005,
KLB Difteri,Bencana Non Alam dan Penyakit,2004,1, 10 , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Difteri di RI Thn 2004 :: 10,KLB Difteri Tahun 2004,
KLB Difteri,Bencana Non Alam dan Penyakit,2005,1, 9 , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Difteri di RI Thn 2005 :: 9,KLB Difteri Tahun 2005,
KLB Disentri,Bencana Non Alam dan Penyakit,2004,1, -   , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Disentri di RI Thn 2004 :: 0,KLB Disentri Tahun 2004,
KLB Frambusia,Bencana Non Alam dan Penyakit,2004,1, -   , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Frambusia di RI Thn 2004 :: 0,KLB Frambusia Tahun 2004,
KLB Gizi Buruk,Bencana Non Alam dan Penyakit,2005,1, 3 , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Gizi Buruk di RI Thn 2005 :: 3,KLB Gizi Buruk Tahun 2005,
"KLB Hand, Foot, Mouth Diseases",Bencana Non Alam dan Penyakit,2004,1, -   , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,"Jumlah Korban Jiwa Akibat KLB Hand, Foot, Mouth Diseases di RI Thn 2004 :: 0","KLB Hand, Foot, Mouth Diseases Tahun 2004",
KLB Hepatitis,Bencana Non Alam dan Penyakit,2004,1, 2 , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Hepatitis di RI Thn 2004 :: 2,KLB Hepatitis Tahun 2004,
KLB Hepatitis Klinis,Bencana Non Alam dan Penyakit,2005,1, -   , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Hepatitis Klinis di RI Thn 2005 :: 0,KLB Hepatitis Klinis Tahun 2005,
KLB Keracunan,Bencana Non Alam dan Penyakit,2004,1, 5 , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Keracunan di RI Thn 2004 :: 5,KLB Keracunan Tahun 2004,
KLB Keracunan Makanan,Bencana Non Alam dan Penyakit,2004,1, 23 , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Keracunan Makanan di RI Thn 2004 :: 23,KLB Keracunan Makanan Tahun 2004,
